Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
USA,North America,UC Berkeley,Master,Data Science & AI,2023,91.6,96.8,108100,Technology/Consulting,AI Consultant,Deep Learning,Machine Learning,R,75,68.2,75,2023
Mexico,Latin America,UNAM,Bachelor,Natural Sciences,2023,82.5,88.1,21700,Research/Academia,Environmental Scientist,Experimental Design,Laboratory Skills,Scientific Writing,60,64.9,52,2023
Mexico,Latin America,UNAM,PhD,Natural Sciences,2025,83.1,87.6,42600,Research/Academia,Chemist,Scientific Writing,Laboratory Skills,Statistical Analysis,60,90.0,53,2025
USA,North America,MIT,Master,Data Science & AI,2021,93.3,99.5,104600,Technology/Consulting,NLP Specialist,Deep Learning,Data Visualization,Machine Learning,91,68.1,77,2021
USA,North America,Georgia Tech,Bachelor,Social Sciences,2025,78.7,84.3,57500,Government/NGO,Sociologist,Communication,Qualitative Research,Data Analysis,90,76.0,88,2025
Japan,Asia-Pacific,University of Tokyo,Master,Healthcare & Medicine,2024,95.4,100.0,79400,Healthcare,Pharmacist,Patient Care,Medical Coding,Diagnostics,59,87.5,79,2024
Switzerland,Europe,EPFL,PhD,Data Science & AI,2025,92.9,96.7,189400,Technology/Consulting,Machine Learning Engineer,Data Visualization,Deep Learning,R,74,90.0,76,2025
Canada,North America,McGill University,PhD,Social Sciences,2017,80.3,84.4,62600,Government/NGO,Sociologist,Communication,Public Policy,Data Analysis,39,5.9,52,2017
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Computer Science,2023,86.3,88.1,31400,Technology,AI Researcher,Cybersecurity,Cloud Computing,Java,100,82.5,58,2023
Argentina,Latin America,University of Buenos Aires,PhD,Computer Science,2020,95.1,100.0,32000,Technology,AI Researcher,Cloud Computing,React,Cybersecurity,71,50.9,61,2020
USA,North America,MIT,Master,Data Science & AI,2024,94.9,100.0,109900,Technology/Consulting,AI Consultant,NLP,Machine Learning,Data Visualization,100,68.0,80,2024
Sweden,Europe,KTH Royal Institute of Technology,Master,Data Science & AI,2019,95.2,97.2,78400,Technology/Consulting,NLP Specialist,NLP,Big Data,Deep Learning,65,6.1,71,2019
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Healthcare & Medicine,2024,94.5,100.0,80900,Healthcare,Medical Doctor,Patient Care,Diagnostics,Medical Coding,73,90.0,76,2024
Sweden,Europe,Karolinska Institute,Master,Computer Science,2016,98.1,100.0,61900,Technology,Cybersecurity Analyst,Python,DevOps,Java,81,17.9,76,2016
Netherlands,Europe,TU Delft,Master,Social Sciences,2023,76.7,84.3,51700,Government/NGO,Sociologist,Data Analysis,Communication,Qualitative Research,64,70.8,81,2023
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Social Sciences,2022,82.6,87.2,68200,Government/NGO,Economist,Data Analysis,Public Policy,Communication,60,68.6,78,2022
Argentina,Latin America,University of Buenos Aires,Bachelor,Social Sciences,2023,85.4,90.2,13500,Government/NGO,Human Resources Specialist,Public Policy,Communication,Data Analysis,57,62.4,55,2023
Brazil,Latin America,University of São Paulo,PhD,Data Science & AI,2016,99.0,100.0,39900,Technology/Consulting,Machine Learning Engineer,Big Data,Data Visualization,Machine Learning,73,6.7,66,2016
Australia,Asia-Pacific,University of Sydney,Bachelor,Healthcare & Medicine,2017,88.9,93.5,58100,Healthcare,Public Health Specialist,Clinical Research,Patient Care,Medical Coding,59,11.1,52,2017
Japan,Asia-Pacific,Kyoto University,Bachelor,Natural Sciences,2017,81.1,86.4,44200,Research/Academia,Physicist,Statistical Analysis,Scientific Writing,Experimental Design,53,7.4,73,2017
Japan,Asia-Pacific,University of Tokyo,Bachelor,Natural Sciences,2022,71.3,75.2,47400,Research/Academia,Physicist,Laboratory Skills,Experimental Design,Statistical Analysis,61,62.6,87,2022
Canada,North America,McGill University,PhD,Data Science & AI,2024,90.5,94.5,123000,Technology/Consulting,NLP Specialist,Data Visualization,R,NLP,79,76.5,81,2024
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Social Sciences,2022,85.1,86.7,63700,Government/NGO,Economist,Data Analysis,Communication,Qualitative Research,58,56.7,95,2022
China,Asia-Pacific,Fudan University,PhD,Healthcare & Medicine,2021,82.0,83.0,64300,Healthcare,Public Health Specialist,Diagnostics,Clinical Research,Patient Care,62,56.1,75,2021
UAE,Middle East & Africa,Khalifa University,PhD,Data Science & AI,2025,98.8,100.0,131500,Technology/Consulting,AI Consultant,Machine Learning,Deep Learning,NLP,98,73.7,56,2025
UAE,Middle East & Africa,Khalifa University,Bachelor,Healthcare & Medicine,2023,88.6,93.5,65000,Healthcare,Pharmacist,Clinical Research,Medical Coding,Diagnostics,67,70.6,56,2023
UAE,Middle East & Africa,Khalifa University,PhD,Healthcare & Medicine,2017,85.5,93.2,98200,Healthcare,Biomedical Researcher,Clinical Research,Patient Care,Diagnostics,50,7.6,93,2017
Israel,Middle East & Africa,Technion,PhD,Healthcare & Medicine,2020,87.4,90.2,108600,Healthcare,Pharmacist,Diagnostics,Medical Coding,Clinical Research,59,44.3,81,2020
Canada,North America,McGill University,Bachelor,Business & Finance,2015,68.8,75.0,66600,Finance/Consulting,Management Consultant,Market Research,Excel,Strategic Planning,44,7.1,60,2015
USA,North America,MIT,PhD,Engineering,2019,91.4,98.1,104400,Manufacturing/Construction,Mechanical Engineer,Project Management,Lean Six Sigma,SolidWorks,58,16.8,47,2019
France,Europe,Ecole Polytechnique,PhD,Engineering,2015,72.1,75.7,65900,Manufacturing/Construction,Mechanical Engineer,Lean Six Sigma,MATLAB,AutoCAD,51,10.5,72,2015
Canada,North America,McGill University,Bachelor,Data Science & AI,2017,94.0,99.5,57400,Technology/Consulting,NLP Specialist,Data Visualization,R,Big Data,81,5.0,74,2017
USA,North America,Stanford,Bachelor,Natural Sciences,2024,78.0,84.1,62200,Research/Academia,Physicist,Statistical Analysis,Experimental Design,Scientific Writing,68,71.5,70,2024
China,Asia-Pacific,Peking University,Master,Healthcare & Medicine,2021,97.0,100.0,43600,Healthcare,Pharmacist,Clinical Research,Patient Care,Diagnostics,73,44.7,62,2021
UK,Europe,Imperial College London,PhD,Healthcare & Medicine,2025,97.4,100.0,114400,Healthcare,Public Health Specialist,Clinical Research,Diagnostics,Medical Coding,76,86.2,40,2025
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Natural Sciences,2025,74.1,79.2,60300,Research/Academia,Chemist,Statistical Analysis,Laboratory Skills,Experimental Design,58,90.0,68,2025
Switzerland,Europe,EPFL,PhD,Business & Finance,2015,86.3,93.2,120600,Finance/Consulting,Management Consultant,Financial Modeling,Data Analysis,Excel,49,6.1,43,2015
UK,Europe,Oxford,Master,Data Science & AI,2024,88.2,93.4,89900,Technology/Consulting,Data Analyst,R,Data Visualization,NLP,84,86.9,60,2024
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Social Sciences,2023,85.9,91.6,23400,Government/NGO,Human Resources Specialist,Public Policy,Qualitative Research,Data Analysis,65,64.0,60,2023
USA,North America,Georgia Tech,Master,Business & Finance,2018,78.5,85.1,82100,Finance/Consulting,Management Consultant,Market Research,Excel,Data Analysis,53,5.0,96,2018
Singapore,Asia-Pacific,NTU,Master,Engineering,2025,74.2,78.3,98200,Manufacturing/Construction,Robotics Engineer,MATLAB,Lean Six Sigma,AutoCAD,71,90.0,53,2025
South Africa,Middle East & Africa,University of Cape Town,PhD,Engineering,2025,90.0,93.7,56900,Manufacturing/Construction,Mechanical Engineer,AutoCAD,SolidWorks,Lean Six Sigma,67,79.6,66,2025
Netherlands,Europe,University of Amsterdam,Master,Healthcare & Medicine,2016,94.5,100.0,70600,Healthcare,Pharmacist,Clinical Research,Medical Coding,Diagnostics,44,5.0,69,2016
Canada,North America,McGill University,PhD,Data Science & AI,2021,94.2,98.6,117600,Technology/Consulting,NLP Specialist,Deep Learning,Machine Learning,Big Data,83,65.2,75,2021
India,Asia-Pacific,IIT Delhi,Bachelor,Engineering,2015,77.5,82.2,16300,Manufacturing/Construction,Mechanical Engineer,MATLAB,Lean Six Sigma,AutoCAD,66,9.1,69,2015
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Business & Finance,2020,85.5,94.4,26900,Finance/Consulting,Financial Analyst,Financial Modeling,Excel,Strategic Planning,64,40.8,70,2020
USA,North America,UC Berkeley,Bachelor,Natural Sciences,2019,83.7,89.0,46900,Research/Academia,Chemist,Experimental Design,Laboratory Skills,Scientific Writing,62,6.4,64,2019
USA,North America,MIT,Bachelor,Data Science & AI,2024,95.1,99.4,91200,Technology/Consulting,Data Analyst,Deep Learning,Big Data,R,100,84.3,50,2024
Canada,North America,UBC,PhD,Business & Finance,2015,79.7,80.4,85400,Finance/Consulting,Marketing Manager,Data Analysis,Financial Modeling,Strategic Planning,65,13.5,77,2015
Mexico,Latin America,UNAM,PhD,Healthcare & Medicine,2022,86.1,90.1,41400,Healthcare,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,72,49.5,40,2022
Canada,North America,McGill University,PhD,Business & Finance,2020,82.3,87.6,98600,Finance/Consulting,Management Consultant,Financial Modeling,Data Analysis,Market Research,67,46.4,73,2020
USA,North America,Stanford,PhD,Business & Finance,2016,75.4,81.4,110200,Finance/Consulting,Management Consultant,Strategic Planning,Market Research,Financial Modeling,58,5.0,47,2016
China,Asia-Pacific,Fudan University,PhD,Computer Science,2015,89.7,96.2,49100,Technology,Cloud Architect,DevOps,SQL,Python,63,5.7,60,2015
Japan,Asia-Pacific,University of Tokyo,Bachelor,Business & Finance,2018,80.1,84.7,54000,Finance/Consulting,Financial Analyst,Excel,Financial Modeling,Strategic Planning,54,16.5,58,2018
Canada,North America,University of Toronto,PhD,Business & Finance,2024,84.1,88.7,118800,Finance/Consulting,Investment Banker,Financial Modeling,Market Research,Data Analysis,93,69.4,64,2024
Mexico,Latin America,UNAM,Bachelor,Computer Science,2022,94.8,100.0,18200,Technology,Cybersecurity Analyst,Python,Cloud Computing,Cybersecurity,100,72.2,67,2022
USA,North America,MIT,PhD,Computer Science,2019,84.6,93.7,117000,Technology,Software Engineer,SQL,DevOps,React,82,7.5,89,2019
Israel,Middle East & Africa,Technion,PhD,Natural Sciences,2025,85.0,89.7,96300,Research/Academia,Environmental Scientist,Laboratory Skills,Statistical Analysis,Scientific Writing,76,89.4,48,2025
Argentina,Latin America,University of Buenos Aires,Master,Social Sciences,2025,86.5,91.4,20000,Government/NGO,Economist,Public Policy,Qualitative Research,Communication,77,79.5,69,2025
USA,North America,MIT,PhD,Social Sciences,2016,86.7,91.8,73900,Government/NGO,Sociologist,Qualitative Research,Communication,Public Policy,58,15.4,80,2016
South Korea,Asia-Pacific,KAIST,PhD,Healthcare & Medicine,2022,88.0,93.0,89300,Healthcare,Medical Doctor,Patient Care,Clinical Research,Medical Coding,58,56.6,64,2022
USA,North America,Harvard,PhD,Business & Finance,2023,73.2,76.9,123300,Finance/Consulting,Financial Analyst,Excel,Market Research,Data Analysis,67,56.5,70,2023
Netherlands,Europe,University of Amsterdam,PhD,Data Science & AI,2019,98.1,100.0,112500,Technology/Consulting,Machine Learning Engineer,R,Machine Learning,Deep Learning,81,15.8,59,2019
Switzerland,Europe,ETH Zurich,Master,Data Science & AI,2018,77.6,84.9,114000,Technology/Consulting,AI Consultant,Deep Learning,NLP,Machine Learning,91,7.2,66,2018
Sweden,Europe,Karolinska Institute,PhD,Social Sciences,2022,84.9,92.2,69800,Government/NGO,Sociologist,Communication,Data Analysis,Qualitative Research,46,64.1,65,2022
Mexico,Latin America,UNAM,Bachelor,Business & Finance,2015,82.3,86.9,19500,Finance/Consulting,Financial Analyst,Data Analysis,Strategic Planning,Financial Modeling,48,8.9,84,2015
Netherlands,Europe,TU Delft,Bachelor,Business & Finance,2020,81.1,83.6,60800,Finance/Consulting,Financial Analyst,Data Analysis,Strategic Planning,Market Research,56,49.0,70,2020
Canada,North America,University of Toronto,Bachelor,Data Science & AI,2015,98.8,100.0,64100,Technology/Consulting,AI Consultant,Big Data,Machine Learning,Deep Learning,70,7.4,40,2015
Brazil,Latin America,University of São Paulo,Bachelor,Computer Science,2018,88.4,94.2,24400,Technology,Data Scientist,Java,Cloud Computing,SQL,74,8.4,43,2018
Singapore,Asia-Pacific,NUS,Master,Natural Sciences,2023,83.6,92.1,73900,Research/Academia,Physicist,Statistical Analysis,Laboratory Skills,Scientific Writing,65,73.3,84,2023
France,Europe,PSL University,Bachelor,Natural Sciences,2025,81.8,85.4,48600,Research/Academia,Biologist,Statistical Analysis,Experimental Design,Laboratory Skills,78,90.0,74,2025
France,Europe,Ecole Polytechnique,Bachelor,Data Science & AI,2020,93.5,100.0,58300,Technology/Consulting,Machine Learning Engineer,NLP,Deep Learning,Data Visualization,69,36.6,73,2020
USA,North America,Stanford,Bachelor,Engineering,2023,77.2,77.2,80600,Manufacturing/Construction,Robotics Engineer,SolidWorks,MATLAB,Project Management,79,77.6,43,2023
UK,Europe,Cambridge,PhD,Data Science & AI,2017,99.0,100.0,94100,Technology/Consulting,AI Consultant,R,Deep Learning,Machine Learning,83,9.1,71,2017
Switzerland,Europe,EPFL,Bachelor,Social Sciences,2016,85.6,88.9,57100,Government/NGO,Economist,Data Analysis,Communication,Public Policy,43,15.1,69,2016
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Healthcare & Medicine,2022,87.9,92.8,102000,Healthcare,Pharmacist,Patient Care,Diagnostics,Medical Coding,54,60.1,47,2022
Mexico,Latin America,UNAM,PhD,Business & Finance,2025,75.8,82.2,38400,Finance/Consulting,Financial Analyst,Market Research,Financial Modeling,Data Analysis,77,72.7,90,2025
Netherlands,Europe,TU Delft,Master,Engineering,2019,81.5,85.2,80600,Manufacturing/Construction,Civil Engineer,SolidWorks,Lean Six Sigma,MATLAB,86,5.0,70,2019
Japan,Asia-Pacific,University of Tokyo,Bachelor,Natural Sciences,2016,86.7,92.4,38600,Research/Academia,Chemist,Scientific Writing,Statistical Analysis,Experimental Design,47,5.2,64,2016
UAE,Middle East & Africa,Khalifa University,PhD,Healthcare & Medicine,2020,93.2,97.1,103400,Healthcare,Pharmacist,Diagnostics,Patient Care,Medical Coding,45,52.6,62,2020
Mexico,Latin America,UNAM,Master,Data Science & AI,2021,90.4,95.5,25700,Technology/Consulting,Data Analyst,Machine Learning,Deep Learning,Data Visualization,64,53.3,54,2021
Singapore,Asia-Pacific,NUS,Master,Computer Science,2019,93.9,98.1,96800,Technology,Cloud Architect,SQL,Cybersecurity,React,70,9.5,79,2019
Canada,North America,University of Toronto,Bachelor,Computer Science,2016,88.9,94.0,57700,Technology,Data Scientist,Cloud Computing,Python,Cybersecurity,65,8.3,40,2016
India,Asia-Pacific,IISc Bangalore,Master,Data Science & AI,2019,92.7,96.2,35000,Technology/Consulting,Data Analyst,NLP,R,Deep Learning,96,10.4,54,2019
South Africa,Middle East & Africa,University of Cape Town,Master,Data Science & AI,2020,93.2,99.0,45700,Technology/Consulting,NLP Specialist,Data Visualization,NLP,Machine Learning,75,44.5,66,2020
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Engineering,2018,70.5,74.6,52400,Manufacturing/Construction,Robotics Engineer,SolidWorks,Project Management,MATLAB,73,6.2,60,2018
Mexico,Latin America,UNAM,Master,Natural Sciences,2018,75.2,75.8,19200,Research/Academia,Chemist,Experimental Design,Scientific Writing,Statistical Analysis,53,10.7,69,2018
Mexico,Latin America,UNAM,Master,Engineering,2024,81.5,88.5,28900,Manufacturing/Construction,Mechanical Engineer,Project Management,MATLAB,SolidWorks,66,74.3,65,2024
Argentina,Latin America,University of Buenos Aires,Master,Engineering,2021,88.3,92.1,25500,Manufacturing/Construction,Electrical Engineer,SolidWorks,Lean Six Sigma,MATLAB,62,53.4,55,2021
Australia,Asia-Pacific,University of Melbourne,PhD,Natural Sciences,2015,75.7,77.1,75300,Research/Academia,Environmental Scientist,Statistical Analysis,Laboratory Skills,Experimental Design,53,8.1,73,2015
Brazil,Latin America,University of São Paulo,Bachelor,Healthcare & Medicine,2021,85.1,90.0,28600,Healthcare,Public Health Specialist,Patient Care,Diagnostics,Clinical Research,49,63.9,49,2021
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Engineering,2016,74.8,80.9,55100,Manufacturing/Construction,Robotics Engineer,Lean Six Sigma,Project Management,AutoCAD,48,7.4,82,2016
USA,North America,Stanford,Bachelor,Business & Finance,2019,82.6,85.6,71300,Finance/Consulting,Investment Banker,Strategic Planning,Market Research,Data Analysis,43,10.5,65,2019
Brazil,Latin America,University of São Paulo,PhD,Computer Science,2017,92.6,98.0,42300,Technology,Data Scientist,Cloud Computing,DevOps,React,57,19.4,67,2017
USA,North America,Georgia Tech,Master,Business & Finance,2016,77.1,82.7,84900,Finance/Consulting,Financial Analyst,Data Analysis,Strategic Planning,Financial Modeling,38,12.3,64,2016
South Korea,Asia-Pacific,KAIST,Bachelor,Healthcare & Medicine,2024,93.5,96.0,58500,Healthcare,Pharmacist,Medical Coding,Diagnostics,Clinical Research,61,84.6,100,2024
India,Asia-Pacific,IIT Bombay,Bachelor,Business & Finance,2016,83.0,87.7,18900,Finance/Consulting,Management Consultant,Data Analysis,Strategic Planning,Excel,71,5.0,71,2016
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Healthcare & Medicine,2015,78.7,84.3,69200,Healthcare,Public Health Specialist,Clinical Research,Patient Care,Medical Coding,51,8.6,68,2015
South Korea,Asia-Pacific,Seoul National University,Master,Engineering,2017,80.0,86.0,67600,Manufacturing/Construction,Robotics Engineer,Lean Six Sigma,SolidWorks,Project Management,47,11.5,66,2017
Sweden,Europe,KTH Royal Institute of Technology,Master,Social Sciences,2015,90.3,97.7,44700,Government/NGO,Sociologist,Qualitative Research,Public Policy,Data Analysis,51,5.0,64,2015
USA,North America,UC Berkeley,Master,Natural Sciences,2023,80.1,87.3,96300,Research/Academia,Physicist,Laboratory Skills,Statistical Analysis,Experimental Design,80,72.2,57,2023
South Africa,Middle East & Africa,University of Cape Town,Master,Engineering,2019,84.7,88.0,21900,Manufacturing/Construction,Mechanical Engineer,Project Management,AutoCAD,Lean Six Sigma,59,5.0,66,2019
